Rk,Player,Nation,Pos,Squad,Age,Born,Matches Played,Starts,Min,Total_Goals,Assits,G+A,Goal_without_Penalties,Penalty_Goals,Total_Penalties_Atemptted,Weekly Wages,Annual Wages
137,Edson Alvarez,mx MEX,MF,West Ham,26,1997,28,20,1772,0,1,1,0,0,0,"PS 100,000 (EUR 118,475, $122,125)","PS 5,200,000 (EUR 6,160,685, $6,350,511)"
138,Eiran Cashin,ie IRL,DF,Brighton,22,2001,2,0,20,0,0,0,0,0,0,"PS 15,000 (EUR 17,774, $20,137)","PS 780,000 (EUR 924,261, $1,047,113)"
139,Elliot Anderson,eng ENG,MF,Nott'ham Forest,21,2002,37,33,2728,2,6,8,2,0,0,"PS 40,000 (EUR 47,390, $48,850)","PS 2,080,000 (EUR 2,464,274, $2,540,205)"
140,Emerson Palmieri,it ITA,DF,West Ham,29,1994,31,26,2113,2,1,3,2,0,0,"PS 95,000 (EUR 112,551, $116,019)","PS 4,940,000 (EUR 5,852,651, $6,032,986)"
141,Emi Buendia,ar ARG,"MF,FW",Aston Villa,27,1996,12,0,98,0,0,0,0,0,0,"PS 75,000 (EUR 88,856, $91,594)","PS 3,900,000 (EUR 4,620,514, $4,762,884)"
142,Emil Krafth,se SWE,DF,Newcastle Utd,29,1994,12,2,342,0,0,0,0,0,0,"PS 55,000 (EUR 65,161, $67,169)","PS 2,860,000 (EUR 3,388,377, $3,492,781)"
143,Emile Smith Rowe,eng ENG,MF,Fulham,24,2000,34,25,2043,6,3,9,6,0,0,"PS 60,000 (EUR 71,085, $73,275)","PS 3,120,000 (EUR 3,696,411, $3,810,307)"
144,Emiliano Martinez,ar ARG,GK,Aston Villa,31,1992,37,37,3194,0,0,0,0,0,0,"PS 150,000 (EUR 177,712, $183,188)","PS 7,800,000 (EUR 9,241,027, $9,525,767)"
145,Emmanuel Agbadou,ci CIV,DF,Wolves,27,1997,16,16,1410,1,0,1,1,0,0,"PS 45,000 (EUR 53,323, $60,410)","PS 2,340,000 (EUR 2,772,782, $3,141,339)"
146,Enes Unal,tr TUR,"FW,MF",Bournemouth,27,1997,17,2,345,2,1,3,2,0,0,"PS 15,000 (EUR 17,771, $18,319)","PS 780,000 (EUR 924,103, $952,577)"
147,Enzo Fernandez,ar ARG,MF,Chelsea,23,2001,36,32,2947,6,7,13,6,0,0,"PS 180,000 (EUR 213,254, $219,825)","PS 9,360,000 (EUR 11,089,233, $11,430,921)"
148,Eric da Silva Moreira,de GER,"MF,DF",Nott'ham Forest,18,2006,2,0,30,0,0,0,0,0,0,"PS 8,000 (EUR 9,478, $9,770)","PS 416,000 (EUR 492,855, $508,041)"
149,Erling Haaland,no NOR,FW,Manchester City,24,2000,31,31,2736,22,3,25,19,3,4,"PS 375,000 (EUR 444,280, $457,970)","PS 19,500,000 (EUR 23,102,568, $23,814,418)"
150,Ethan Nwaneri,eng ENG,"FW,MF",Arsenal,17,2007,26,11,895,4,2,6,4,0,0,"PS 6,000 (EUR 7,110, $8,055)","PS 312,000 (EUR 369,704, $418,845)"
151,Ethan Pinnock,jm JAM,DF,Brentford,31,1993,22,21,1913,2,0,2,2,0,0,"PS 30,000 (EUR 35,542, $36,638)","PS 1,560,000 (EUR 1,848,205, $1,905,153)"
152,Evanilson,br BRA,FW,Bournemouth,24,1999,31,28,2319,10,1,11,10,0,1,"PS 85,000 (EUR 100,704, $103,806)","PS 4,420,000 (EUR 5,236,582, $5,397,935)"
153,Ezri Konsa,eng ENG,DF,Aston Villa,26,1997,34,33,2936,2,0,2,2,0,0,"PS 75,000 (EUR 88,856, $91,594)","PS 3,900,000 (EUR 4,620,514, $4,762,884)"
154,Fabian Schar,ch SUI,DF,Newcastle Utd,32,1991,34,33,2934,4,0,4,4,0,0,"PS 45,000 (EUR 53,314, $54,956)","PS 2,340,000 (EUR 2,772,308, $2,857,730)"
155,Fabio Carvalho,pt POR,"FW,MF",Brentford,21,2002,19,3,455,2,1,3,2,0,0,"PS 40,000 (EUR 47,390, $48,850)","PS 2,080,000 (EUR 2,464,274, $2,540,205)"
156,Facundo Buonanotte,ar ARG,"FW,MF",Leicester City,19,2004,31,14,1523,5,2,7,5,0,0,"PS 25,000 (EUR 29,619, $30,531)","PS 1,300,000 (EUR 1,540,171, $1,587,628)"
157,Federico Chiesa,it ITA,FW,Liverpool,26,1997,6,1,108,0,0,0,0,0,0,"PS 150,000 (EUR 177,712, $183,188)","PS 7,800,000 (EUR 9,241,027, $9,525,767)"
158,Ferdi Kadioglu,tr TUR,"DF,MF",Brighton,24,1999,6,5,385,1,0,1,1,0,0,"PS 87,500 (EUR 103,665, $106,860)","PS 4,550,000 (EUR 5,390,599, $5,556,698)"
159,Filip Jorgensen,dk DEN,GK,Chelsea,22,2002,6,6,540,0,0,0,0,0,0,"PS 50,000 (EUR 59,237, $61,063)","PS 2,600,000 (EUR 3,080,342, $3,175,256)"
160,Flynn Downes,eng ENG,MF,Southampton,25,1999,27,25,2151,1,0,1,1,0,0,"PS 30,000 (EUR 35,542, $36,638)","PS 1,560,000 (EUR 1,848,205, $1,905,153)"
161,Fraser Forster,eng ENG,GK,Tottenham,36,1988,7,7,630,0,0,0,0,0,0,"PS 75,000 (EUR 88,856, $91,594)","PS 3,900,000 (EUR 4,620,514, $4,762,884)"
162,Gabriel Jesus,br BRA,FW,Arsenal,27,1997,17,6,608,3,0,3,3,0,0,"PS 265,000 (EUR 313,958, $323,632)","PS 13,780,000 (EUR 16,325,815, $16,828,855)"
163,Gabriel Magalhaes,br BRA,DF,Arsenal,26,1997,28,28,2363,3,1,4,3,0,0,"PS 100,000 (EUR 118,475, $122,125)","PS 5,200,000 (EUR 6,160,685, $6,350,511)"
164,Gabriel Martinelli,br BRA,"FW,MF",Arsenal,23,2001,33,25,2290,8,4,12,8,0,0,"PS 180,000 (EUR 213,254, $219,825)","PS 9,360,000 (EUR 11,089,233, $11,430,921)"
165,George Hirst,sct SCO,FW,Ipswich Town,25,1999,26,5,661,3,1,4,3,0,0,"PS 27,500 (EUR 32,581, $33,584)","PS 1,430,000 (EUR 1,694,188, $1,746,391)"
166,Georginio Rutter,fr FRA,"MF,FW",Brighton,22,2002,28,19,1656,5,3,8,5,0,0,"PS 75,000 (EUR 88,856, $91,594)","PS 3,900,000 (EUR 4,620,514, $4,762,884)"
167,Goncalo Guedes,pt POR,"MF,FW",Wolves,27,1996,29,10,995,2,4,6,2,0,0,"PS 90,000 (EUR 106,627, $109,913)","PS 4,680,000 (EUR 5,544,616, $5,715,460)"
168,Guglielmo Vicario,it ITA,GK,Tottenham,27,1996,24,24,2160,0,0,0,0,0,0,"PS 75,000 (EUR 88,856, $91,594)","PS 3,900,000 (EUR 4,620,514, $4,762,884)"
169,Guido Rodriguez,ar ARG,MF,West Ham,30,1994,23,16,1149,0,1,1,0,0,0,"PS 75,000 (EUR 88,856, $91,594)","PS 3,900,000 (EUR 4,620,514, $4,762,884)"
170,Gustavo Nunes,br BRA,"FW,MF",Brentford,18,2005,3,0,12,0,0,0,0,0,0,"PS 25,000 (EUR 29,619, $30,531)","PS 1,300,000 (EUR 1,540,171, $1,587,628)"
171,Hamza Choudhury,bd BAN,"MF,DF",Leicester City,26,1997,4,1,131,0,0,0,0,0,0,"PS 50,000 (EUR 59,237, $61,063)","PS 2,600,000 (EUR 3,080,342, $3,175,256)"
172,Harrison Reed,eng ENG,MF,Fulham,29,1995,12,0,108,0,0,0,0,0,0,"PS 50,000 (EUR 59,237, $61,063)","PS 2,600,000 (EUR 3,080,342, $3,175,256)"
173,Harry Amass,eng ENG,DF,Manchester Utd,17,2007,5,4,346,0,0,0,0,0,0,"PS 5,000 (EUR 5,925, $6,712)","PS 260,000 (EUR 308,087, $349,038)"
174,Harry Clarke,eng ENG,DF,Ipswich Town,23,2001,7,4,379,0,0,0,0,0,0,"PS 10,000 (EUR 11,847, $12,213)","PS 520,000 (EUR 616,068, $635,051)"
175,Harry Maguire,eng ENG,DF,Manchester Utd,31,1993,27,19,1758,1,0,1,1,0,0,"PS 190,000 (EUR 225,102, $232,038)","PS 9,880,000 (EUR 11,705,301, $12,065,972)"
176,Harry Toffolo,eng ENG,DF,Nott'ham Forest,28,1995,4,1,137,0,0,0,0,0,0,"PS 35,000 (EUR 41,466, $42,744)","PS 1,820,000 (EUR 2,156,240, $2,222,679)"
177,Harry Wilson,wls WAL,"FW,MF",Fulham,27,1997,25,12,1162,6,1,7,6,0,0,"PS 35,000 (EUR 41,466, $42,744)","PS 1,820,000 (EUR 2,156,240, $2,222,679)"
178,Harry Winks,eng ENG,MF,Leicester City,28,1996,22,17,1538,0,2,2,0,0,0,"PS 90,000 (EUR 106,627, $109,913)","PS 4,680,000 (EUR 5,544,616, $5,715,460)"
179,Harvey Barnes,eng ENG,FW,Newcastle Utd,26,1997,33,17,1755,9,4,13,9,0,0,"PS 80,000 (EUR 94,780, $97,700)","PS 4,160,000 (EUR 4,928,548, $5,080,409)"
180,Harvey Elliott,eng ENG,MF,Liverpool,21,2003,18,2,371,1,2,3,1,0,0,"PS 40,000 (EUR 47,390, $48,850)","PS 2,080,000 (EUR 2,464,274, $2,540,205)"
181,Hwang Hee-chan,kr KOR,"MF,FW",Wolves,28,1996,21,5,661,2,0,2,2,0,0,"PS 70,000 (EUR 82,932, $85,488)","PS 3,640,000 (EUR 4,312,479, $4,445,358)"
182,Hakon Valdimarsson,is ISL,GK,Brentford,22,2001,2,1,145,0,0,0,0,0,0,"PS 10,000 (EUR 11,847, $12,213)","PS 520,000 (EUR 616,068, $635,051)"
183,Ian Maatsen,nl NED,DF,Aston Villa,22,2002,29,10,1139,1,2,3,1,0,0,"PS 100,000 (EUR 118,475, $122,125)","PS 5,200,000 (EUR 6,160,685, $6,350,511)"
184,Ibrahim Sangare,ci CIV,MF,Nott'ham Forest,26,1997,13,7,590,0,1,1,0,0,0,"PS 75,000 (EUR 88,856, $91,594)","PS 3,900,000 (EUR 4,620,514, $4,762,884)"
185,Ibrahima Konate,fr FRA,DF,Liverpool,25,1999,31,30,2560,1,2,3,1,0,0,"PS 70,000 (EUR 82,932, $85,488)","PS 3,640,000 (EUR 4,312,479, $4,445,358)"
186,Idrissa Gana Gueye,sn SEN,MF,Everton,34,1989,37,35,3063,0,3,3,0,0,0,"PS 120,000 (EUR 142,170, $146,550)","PS 6,240,000 (EUR 7,392,822, $7,620,614)"
187,Igor,br BRA,DF,Brighton,26,1998,13,10,961,0,0,0,0,0,0,"PS 45,000 (EUR 53,314, $54,956)","PS 2,340,000 (EUR 2,772,308, $2,857,730)"
188,Iliman Ndiaye,sn SEN,FW,Everton,24,2000,33,29,2430,9,0,9,7,2,2,"PS 45,000 (EUR 53,314, $54,956)","PS 2,340,000 (EUR 2,772,308, $2,857,730)"
189,Illia Zabarnyi,ua UKR,DF,Bournemouth,21,2002,36,35,3109,0,1,1,0,0,0,"PS 50,000 (EUR 59,237, $61,063)","PS 2,600,000 (EUR 3,080,342, $3,175,256)"
190,Ismaila Sarr,sn SEN,MF,Crystal Palace,26,1998,38,30,2711,8,6,14,8,0,0,"PS 70,000 (EUR 82,932, $85,488)","PS 3,640,000 (EUR 4,312,479, $4,445,358)"
191,Issa Diop,fr FRA,DF,Fulham,27,1997,21,15,1339,0,0,0,0,0,0,"PS 70,000 (EUR 82,932, $85,488)","PS 3,640,000 (EUR 4,312,479, $4,445,358)"
192,Jack Clarke,eng ENG,"FW,MF",Ipswich Town,23,2000,32,12,1181,0,4,4,0,0,0,"PS 25,000 (EUR 29,619, $30,531)","PS 1,300,000 (EUR 1,540,171, $1,587,628)"
193,Jack Grealish,eng ENG,"FW,MF",Manchester City,28,1995,20,7,721,1,1,2,1,0,0,"PS 300,000 (EUR 355,424, $366,376)","PS 15,600,000 (EUR 18,482,055, $19,051,534)"
194,Jack Harrison,eng ENG,FW,Everton,27,1996,34,24,2076,1,0,1,1,0,0,"PS 90,000 (EUR 106,627, $109,913)","PS 4,680,000 (EUR 5,544,616, $5,715,460)"
195,Jack Hinshelwood,eng ENG,"MF,DF",Brighton,19,2005,26,22,1842,5,2,7,5,0,0,"PS 10,000 (EUR 11,847, $12,213)","PS 520,000 (EUR 616,068, $635,051)"
196,Jack Stephens,eng ENG,DF,Southampton,30,1994,19,17,1389,1,0,1,1,0,0,"PS 45,000 (EUR 53,314, $54,956)","PS 2,340,000 (EUR 2,772,308, $2,857,730)"
197,Jack Taylor,ie IRL,MF,Ipswich Town,26,1998,32,4,860,1,0,1,1,0,0,"PS 10,000 (EUR 11,847, $12,213)","PS 520,000 (EUR 616,068, $635,051)"
198,Jacob Greaves,eng ENG,DF,Ipswich Town,23,2000,25,25,2205,1,0,1,1,0,0,"PS 25,000 (EUR 29,619, $30,531)","PS 1,300,000 (EUR 1,540,171, $1,587,628)"
199,Jacob Murphy,eng ENG,FW,Newcastle Utd,29,1995,35,31,2360,8,12,20,8,0,0,"PS 35,000 (EUR 41,466, $42,744)","PS 1,820,000 (EUR 2,156,240, $2,222,679)"
200,Jacob Ramsey,eng ENG,"FW,MF",Aston Villa,23,2001,29,19,1623,1,3,4,1,0,0,"PS 70,000 (EUR 82,932, $85,488)","PS 3,640,000 (EUR 4,312,479, $4,445,358)"
201,Jahmai Simpson-Pusey,eng ENG,DF,Manchester City,18,2005,2,1,96,0,0,0,0,0,0,"PS 6,000 (EUR 7,110, $8,055)","PS 312,000 (EUR 369,704, $418,845)"
202,Jake O'Brien,ie IRL,DF,Everton,23,2001,20,17,1571,2,0,2,2,0,0,"PS 35,000 (EUR 41,466, $42,744)","PS 1,820,000 (EUR 2,156,240, $2,222,679)"
203,Jakub Kiwior,pl POL,DF,Arsenal,24,2000,17,10,1122,1,0,1,1,0,0,"PS 58,000 (EUR 68,715, $70,833)","PS 3,016,000 (EUR 3,573,197, $3,683,297)"
204,Jakub Moder,pl POL,MF,Brighton,25,1999,4,0,11,0,0,0,0,0,0,"PS 10,000 (EUR 11,847, $12,213)","PS 520,000 (EUR 616,068, $635,051)"
205,Jakub Stolarczyk,pl POL,GK,Leicester City,23,2000,10,10,900,0,0,0,0,0,0,"PS 10,000 (EUR 11,847, $12,213)","PS 520,000 (EUR 616,068, $635,051)"
206,James Bree,eng ENG,DF,Southampton,26,1997,17,13,1075,0,1,1,0,0,0,"PS 10,000 (EUR 11,847, $12,213)","PS 520,000 (EUR 616,068, $635,051)"
207,James Garner,eng ENG,"MF,DF",Everton,23,2001,21,17,1594,0,1,1,0,0,0,"PS 30,000 (EUR 35,542, $36,638)","PS 1,560,000 (EUR 1,848,205, $1,905,153)"
208,James Hill,eng ENG,DF,Bournemouth,22,2002,10,6,448,0,1,1,0,0,0,"PS 5,000 (EUR 5,924, $6,106)","PS 260,000 (EUR 308,034, $317,526)"
209,James Justin,eng ENG,DF,Leicester City,26,1998,36,34,2912,2,2,4,2,0,0,"PS 30,000 (EUR 35,542, $36,638)","PS 1,560,000 (EUR 1,848,205, $1,905,153)"
210,James Maddison,eng ENG,MF,Tottenham,27,1996,31,21,1809,9,7,16,9,0,0,"PS 170,000 (EUR 201,407, $207,613)","PS 8,840,000 (EUR 10,473,164, $10,795,869)"
211,James Mcatee,eng ENG,"MF,FW",Manchester City,21,2002,15,3,349,3,0,3,3,0,0,"PS 15,000 (EUR 17,771, $18,319)","PS 780,000 (EUR 924,103, $952,577)"
212,James Milner,eng ENG,MF,Brighton,38,1986,4,3,170,0,0,0,0,0,0,"PS 60,000 (EUR 71,085, $73,275)","PS 3,120,000 (EUR 3,696,411, $3,810,307)"
213,James Tarkowski,eng ENG,DF,Everton,31,1992,33,33,2922,1,1,2,1,0,0,"PS 100,000 (EUR 118,475, $122,125)","PS 5,200,000 (EUR 6,160,685, $6,350,511)"
214,Jamie Vardy,eng ENG,FW,Leicester City,37,1987,35,35,2823,9,4,13,8,1,2,"PS 140,000 (EUR 165,865, $170,975)","PS 7,280,000 (EUR 8,624,959, $8,890,716)"
215,Jan Bednarek,pl POL,DF,Southampton,28,1996,30,30,2531,2,0,2,2,0,0,"PS 70,000 (EUR 82,932, $85,488)","PS 3,640,000 (EUR 4,312,479, $4,445,358)"
216,Jan Paul van Hecke,nl NED,DF,Brighton,24,2000,34,33,2958,1,1,2,1,0,0,"PS 30,000 (EUR 35,542, $36,638)","PS 1,560,000 (EUR 1,848,205, $1,905,153)"
217,Jannik Vestergaard,dk DEN,DF,Leicester City,31,1992,18,16,1391,0,0,0,0,0,0,"PS 60,000 (EUR 71,085, $73,275)","PS 3,120,000 (EUR 3,696,411, $3,810,307)"
218,Jarell Quansah,eng ENG,DF,Liverpool,21,2003,13,4,495,0,0,0,0,0,0,"PS 30,000 (EUR 35,542, $36,638)","PS 1,560,000 (EUR 1,848,205, $1,905,153)"
219,Jarrad Branthwaite,eng ENG,DF,Everton,22,2002,30,28,2511,0,1,1,0,0,0,"PS 35,000 (EUR 41,466, $42,744)","PS 1,820,000 (EUR 2,156,240, $2,222,679)"
220,Jarrod Bowen,eng ENG,"FW,MF",West Ham,27,1996,34,34,2973,13,8,21,12,1,1,"PS 150,000 (EUR 177,712, $183,188)","PS 7,800,000 (EUR 9,241,027, $9,525,767)"
221,Jason Steele,eng ENG,GK,Brighton,33,1990,2,2,180,0,0,0,0,0,0,"PS 20,000 (EUR 23,695, $24,425)","PS 1,040,000 (EUR 1,232,137, $1,270,102)"
222,Jayden Meghoma,eng ENG,DF,Brentford,18,2006,1,0,5,0,0,0,0,0,0,"PS 15,000 (EUR 17,771, $18,319)","PS 780,000 (EUR 924,103, $952,577)"
223,Jean-Clair Todibo,fr FRA,DF,West Ham,24,1999,27,20,1825,0,0,0,0,0,0,"PS 20,000 (EUR 23,695, $24,425)","PS 1,040,000 (EUR 1,232,137, $1,270,102)"
224,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,27,1997,37,33,2648,14,2,16,12,2,2,"PS 50,000 (EUR 59,237, $61,063)","PS 2,600,000 (EUR 3,080,342, $3,175,256)"
225,Jean-Ricner Bellegarde,ht HAI,"MF,FW",Wolves,26,1998,35,20,1677,2,7,9,2,0,0,"PS 35,000 (EUR 41,466, $42,744)","PS 1,820,000 (EUR 2,156,240, $2,222,679)"
226,Jefferson Lerma,co COL,"MF,DF",Crystal Palace,29,1994,33,26,2274,0,1,1,0,0,0,"PS 70,000 (EUR 82,932, $85,488)","PS 3,640,000 (EUR 4,312,479, $4,445,358)"
227,Jeffrey Schlupp,gh GHA,"MF,DF",Crystal Palace,31,1992,12,0,103,0,0,0,0,0,0,"PS 60,000 (EUR 71,085, $73,275)","PS 3,120,000 (EUR 3,696,411, $3,810,307)"
228,Jens Cajuste,se SWE,MF,Ipswich Town,24,1999,30,25,1959,1,1,2,1,0,0,"PS 35,000 (EUR 41,473, $46,986)","PS 1,820,000 (EUR 2,156,608, $2,443,264)"
229,Jeremy Doku,be BEL,"FW,MF",Manchester City,22,2002,29,16,1516,3,6,9,3,0,0,"PS 50,000 (EUR 59,237, $61,063)","PS 2,600,000 (EUR 3,080,342, $3,175,256)"
230,Jeremy Sarmiento,ec ECU,MF,Brighton,22,2002,1,0,9,0,0,0,0,0,0,"PS 20,000 (EUR 23,483, $26,182)","PS 1,040,000 (EUR 1,221,130, $1,361,441)"
231,Jesper Lindstrom,dk DEN,FW,Everton,24,2000,25,15,1239,0,1,1,0,0,0,"PS 50,000 (EUR 59,247, $67,123)","PS 2,600,000 (EUR 3,080,869, $3,490,377)"
232,Joachim Andersen,dk DEN,DF,Fulham,28,1996,30,30,2673,0,0,0,0,0,0,"PS 90,000 (EUR 106,627, $109,913)","PS 4,680,000 (EUR 5,544,616, $5,715,460)"
233,Joachim Kayi Sanda,fr FRA,DF,Southampton,17,2006,2,0,14,0,0,0,0,0,0,"PS 8,000 (EUR 9,480, $10,740)","PS 416,000 (EUR 492,939, $558,460)"
234,Joe Aribo,ng NGA,"MF,DF",Southampton,28,1996,32,21,2013,3,0,3,3,0,0,"PS 70,000 (EUR 82,932, $85,488)","PS 3,640,000 (EUR 4,312,479, $4,445,358)"
235,Joe Gomez,eng ENG,DF,Liverpool,27,1997,9,6,519,0,0,0,0,0,0,"PS 85,000 (EUR 100,704, $103,806)","PS 4,420,000 (EUR 5,236,582, $5,397,935)"
236,Joe Lumley,eng ENG,GK,Southampton,29,1995,3,3,270,0,0,0,0,0,0,"PS 10,000 (EUR 11,847, $12,213)","PS 520,000 (EUR 616,068, $635,051)"
237,Joe Willock,eng ENG,"MF,FW",Newcastle Utd,24,1999,32,11,1086,0,2,2,0,0,0,"PS 80,000 (EUR 94,780, $97,700)","PS 4,160,000 (EUR 4,928,548, $5,080,409)"
238,Joel Ward,eng ENG,DF,Crystal Palace,34,1989,2,1,71,0,0,0,0,0,0,"PS 35,000 (EUR 41,466, $42,744)","PS 1,820,000 (EUR 2,156,240, $2,222,679)"
239,Joelinton,br BRA,"MF,FW",Newcastle Utd,27,1996,29,29,2393,4,3,7,4,0,0,"PS 150,000 (EUR 177,712, $183,188)","PS 7,800,000 (EUR 9,241,027, $9,525,767)"
240,John McGinn,sct SCO,"MF,FW",Aston Villa,29,1994,34,27,2223,1,4,5,1,0,0,"PS 120,000 (EUR 142,170, $146,550)","PS 6,240,000 (EUR 7,392,822, $7,620,614)"
241,John Stones,eng ENG,"DF,MF",Manchester City,30,1994,11,6,548,2,0,2,2,0,0,"PS 250,000 (EUR 296,187, $305,313)","PS 13,000,000 (EUR 15,401,712, $15,876,279)"
242,Jonny Evans,nir NIR,DF,Manchester Utd,36,1988,7,3,315,0,0,0,0,0,0,"PS 65,000 (EUR 77,009, $79,381)","PS 3,380,000 (EUR 4,004,445, $4,127,832)"
243,Jordan Ayew,gh GHA,"FW,MF",Leicester City,32,1991,31,19,1659,5,0,5,4,1,1,"PS 30,000 (EUR 35,542, $36,638)","PS 1,560,000 (EUR 1,848,205, $1,905,153)"
244,Jordan Pickford,eng ENG,GK,Everton,30,1994,38,38,3420,0,1,1,0,0,0,"PS 125,000 (EUR 148,093, $152,657)","PS 6,500,000 (EUR 7,700,856, $7,938,139)"
245,Jorge Cuenca,es ESP,DF,Fulham,24,1999,8,4,351,0,0,0,0,0,0,"PS 25,000 (EUR 29,619, $30,531)","PS 1,300,000 (EUR 1,540,171, $1,587,628)"
246,Jorginho,it ITA,MF,Arsenal,32,1991,15,9,704,0,0,0,0,0,0,"PS 110,000 (EUR 130,322, $134,338)","PS 5,720,000 (EUR 6,776,753, $6,985,563)"
247,Joshua Zirkzee,nl NED,"FW,MF",Manchester Utd,23,2001,32,14,1402,3,1,4,3,0,0,"PS 105,000 (EUR 124,398, $128,231)","PS 5,460,000 (EUR 6,468,719, $6,668,037)"
248,Jose Sa,pt POR,GK,Wolves,31,1993,29,29,2609,0,0,0,0,0,0,"PS 40,000 (EUR 47,390, $48,850)","PS 2,080,000 (EUR 2,464,274, $2,540,205)"
249,Jota Silva,pt POR,"FW,MF",Nott'ham Forest,24,1999,31,5,854,3,1,4,3,0,0,"PS 25,000 (EUR 29,619, $30,531)","PS 1,300,000 (EUR 1,540,171, $1,587,628)"
250,Joao Felix,pt POR,"FW,MF",Chelsea,24,1999,12,3,369,1,1,2,1,0,0,"PS 130,000 (EUR 154,017, $158,763)","PS 6,760,000 (EUR 8,008,890, $8,255,665)"
251,Joao Gomes,br BRA,MF,Wolves,23,2001,36,35,2974,3,1,4,3,0,0,"PS 30,000 (EUR 35,542, $36,638)","PS 1,560,000 (EUR 1,848,205, $1,905,153)"
252,Joao Pedro,br BRA,"FW,MF",Brighton,22,2001,27,23,1948,10,6,16,5,5,5,"PS 50,000 (EUR 59,237, $61,063)","PS 2,600,000 (EUR 3,080,342, $3,175,256)"
253,Joel Veltman,nl NED,DF,Brighton,32,1992,21,19,1697,0,0,0,0,0,0,"PS 50,000 (EUR 59,237, $61,063)","PS 2,600,000 (EUR 3,080,342, $3,175,256)"
254,Josko Gvardiol,hr CRO,DF,Manchester City,22,2002,37,36,3277,5,0,5,5,0,0,"PS 200,000 (EUR 236,949, $244,250)","PS 10,400,000 (EUR 12,321,370, $12,701,023)"
255,Julian Araujo,mx MEX,DF,Bournemouth,22,2001,12,7,497,0,0,0,0,0,0,"PS 25,000 (EUR 29,619, $30,531)","PS 1,300,000 (EUR 1,540,171, $1,587,628)"
256,Julio Soler,ar ARG,"DF,FW",Bournemouth,19,2005,3,0,11,0,0,0,0,0,0,"PS 15,000 (EUR 17,774, $20,137)","PS 780,000 (EUR 924,261, $1,047,113)"
257,Jurrien Timber,nl NED,DF,Arsenal,23,2001,30,27,2417,1,3,4,1,0,0,"PS 90,000 (EUR 106,627, $109,913)","PS 4,680,000 (EUR 5,544,616, $5,715,460)"
258,Justin Devenny,nir NIR,MF,Crystal Palace,20,2003,23,4,507,1,1,2,1,0,0,"PS 3,000 (EUR 3,555, $4,027)","PS 156,000 (EUR 184,852, $209,423)"
259,Justin Kluivert,nl NED,MF,Bournemouth,25,1999,34,29,2340,12,6,18,6,6,6,"PS 80,000 (EUR 94,780, $97,700)","PS 4,160,000 (EUR 4,928,548, $5,080,409)"
260,Jader Duran,co COL,FW,Aston Villa,20,2003,20,4,638,7,0,7,7,0,0,"PS 75,000 (EUR 88,856, $91,594)","PS 3,900,000 (EUR 4,620,514, $4,762,884)"
261,Jorgen Strand Larsen,no NOR,FW,Wolves,24,2000,35,30,2587,14,4,18,14,0,0,"PS 15,000 (EUR 17,771, $18,319)","PS 780,000 (EUR 924,103, $952,577)"
262,Kaelan Casey,eng ENG,DF,West Ham,19,2004,1,0,1,0,0,0,0,0,0,"PS 2,500 (EUR 2,962, $3,356)","PS 130,000 (EUR 154,043, $174,519)"
263,Kai Havertz,de GER,"FW,MF",Arsenal,25,1999,23,21,1875,9,3,12,9,0,0,"PS 280,000 (EUR 331,729, $341,951)","PS 14,560,000 (EUR 17,249,918, $17,781,432)"
264,Kalvin Phillips,eng ENG,MF,Ipswich Town,28,1995,19,14,1237,0,0,0,0,0,0,"PS 150,000 (EUR 177,742, $201,368)","PS 7,800,000 (EUR 9,242,607, $10,471,131)"
265,Kamaldeen Sulemana,gh GHA,"FW,MF",Southampton,22,2002,26,17,1402,1,1,2,1,0,0,"PS 40,000 (EUR 47,390, $48,850)","PS 2,080,000 (EUR 2,464,274, $2,540,205)"
266,Kaoru Mitoma,jp JPN,"FW,MF",Brighton,27,1997,36,28,2603,10,4,14,10,0,0,"PS 80,000 (EUR 94,780, $97,700)","PS 4,160,000 (EUR 4,928,548, $5,080,409)"
267,Kasey McAteer,ie IRL,FW,Leicester City,22,2001,18,9,852,1,1,2,1,0,0,"PS 15,000 (EUR 17,771, $18,319)","PS 780,000 (EUR 924,103, $952,577)"
268,Keane Lewis-Potter,eng ENG,"DF,FW",Brentford,23,2001,38,36,3093,1,3,4,1,0,0,"PS 35,000 (EUR 41,466, $42,744)","PS 1,820,000 (EUR 2,156,240, $2,222,679)"
269,Kenny Tete,nl NED,DF,Fulham,28,1995,22,21,1774,0,2,2,0,0,0,"PS 50,000 (EUR 59,237, $61,063)","PS 2,600,000 (EUR 3,080,342, $3,175,256)"
270,Kepa Arrizabalaga,es ESP,GK,Bournemouth,29,1994,31,31,2790,0,0,0,0,0,0,"PS 75,000 (EUR 88,856, $91,594)","PS 3,900,000 (EUR 4,620,514, $4,762,884)"
271,Kevin Danso,at AUT,DF,Tottenham,25,1998,10,9,842,0,0,0,0,0,0,"PS 25,000 (EUR 29,624, $33,561)","PS 1,300,000 (EUR 1,540,434, $1,745,189)"
272,Kevin De Bruyne,be BEL,"MF,FW",Manchester City,33,1991,28,19,1702,4,7,11,4,0,0,"PS 400,000 (EUR 473,899, $488,501)","PS 20,800,000 (EUR 24,642,740, $25,402,046)"
